,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
4108,Dark Messiah of Might and Magic Elements,X360,2008,Role-Playing,Ubisoft,0.16,0.02,0.01,0.02,0.2,52.0,27.0,7.0,48.0,Ubisoft Annecy,M
4109,Planet 51,Wii,2009,Action,Sega,0.17,0.01,0.0,0.02,0.2,53.0,6.0,5.8,4.0,Pyro Studios,E
4110,Dead to Rights II,PS2,2005,Shooter,Electronic Arts,0.1,0.08,0.0,0.03,0.2,51.0,32.0,5.3,7.0,WideScreen Games,M
4111,FIFA 16,PC,2015,Sports,Electronic Arts,0.06,0.13,0.0,0.01,0.2,81.0,10.0,4.4,296.0,EA Sports,E
4112,NBA Live 14,XOne,2013,Sports,Electronic Arts,0.16,0.02,0.0,0.02,0.2,36.0,14.0,3.1,88.0,EA Sports,E
4113,Kung Fu Rider,PS3,2010,Action,Sony Computer Entertainment,0.06,0.09,0.01,0.03,0.2,36.0,45.0,3.7,21.0,SCE Japan Studio,E10+
4114,DarkStar One: Broken Alliance,X360,2010,Simulation,Kalypso Media,0.11,0.07,0.0,0.02,0.2,63.0,33.0,7.2,19.0,Gaming Minds Studios,T
4115,Dragon Ball: Xenoverse 2,XOne,2016,Action,Namco Bandai Games,0.11,0.07,0.0,0.02,0.2,73.0,8.0,7.3,29.0,Dimps Corporation,T
4116,Odin Sphere: Leifthrasir,PS4,2016,Role-Playing,Nippon Ichi Software,0.07,0.04,0.07,0.02,0.2,87.0,49.0,8.2,178.0,Vanillaware,T
4117,Ty the Tasmanian Tiger 2: Bush Rescue,GC,2004,Platform,Electronic Arts,0.15,0.04,0.0,0.01,0.2,70.0,20.0,8.6,11.0,Krome Studios,E
4118,Body and Brain Connection,X360,2010,Misc,Namco Bandai Games,0.1,0.08,0.0,0.02,0.2,57.0,33.0,4.8,4.0,Namco Bandai Games,E
4119,Dragon Ball: Revenge of King Piccolo,Wii,2009,Action,Namco Bandai Games,0.12,0.03,0.03,0.02,0.2,65.0,25.0,7.3,15.0,Media Vision,E10+
4120,Warriors Orochi,PSP,2008,Action,Tecmo Koei,0.02,0.0,0.18,0.0,0.2,62.0,13.0,6.6,10.0,"Omega Force, Koei Canada",T
4121,MVP Baseball 2003,XB,2003,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.2,82.0,18.0,9.0,9.0,EA Sports,E
4122,Monster Jam,X360,2007,Racing,Activision,0.18,0.0,0.0,0.02,0.2,43.0,9.0,6.4,5.0,Torus Games,E
4123,Infinite Space,DS,2009,Role-Playing,Sega,0.06,0.05,0.07,0.01,0.2,75.0,46.0,9.0,61.0,PlatinumGames,T
4124,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",XB,2005,Action,Disney Interactive Studios,0.15,0.04,0.0,0.01,0.2,72.0,31.0,6.0,6.0,Traveller's Tales,T
4125,NBA 07,PSP,2006,Sports,Sony Computer Entertainment,0.18,0.0,0.0,0.02,0.2,68.0,24.0,7.0,5.0,SCEA,E
4126,Two Worlds II,PC,2011,Role-Playing,Unknown,0.09,0.09,0.0,0.02,0.2,76.0,31.0,6.5,315.0,Reality Pump,M
4127,IHRA Drag Racing 2004,XB,2003,Racing,Bethesda Softworks,0.15,0.04,0.0,0.01,0.2,40.0,5.0,7.4,7.0,Bethesda Softworks,E
4128,The Legend of Heroes: Trails of Cold Steel,PS3,2013,Role-Playing,Nippon Ichi Software,0.05,0.02,0.12,0.01,0.2,86.0,12.0,7.7,128.0,Falcom,T
4129,Clive Barker's Jericho,PS3,2007,Shooter,Codemasters,0.17,0.01,0.0,0.02,0.2,60.0,34.0,7.1,52.0,"Mercury Steam, Alchemic Productions",M
4130,Tekken 3D: Prime Edition,3DS,2012,Fighting,Nintendo,0.06,0.07,0.05,0.01,0.2,64.0,42.0,5.9,39.0,Arika,T
4131,Marvel: Ultimate Alliance 2,DS,2009,Role-Playing,Activision,0.16,0.03,0.0,0.02,0.2,65.0,7.0,6.7,9.0,n-Space,E10+
4132,Front Mission Evolved,X360,2010,Shooter,Square Enix,0.1,0.07,0.02,0.02,0.2,58.0,52.0,6.1,24.0,Double Helix Games,T
4133,From Russia With Love,XB,2005,Action,Electronic Arts,0.15,0.04,0.0,0.01,0.2,71.0,34.0,8.8,12.0,Electronic Arts,T
4134,Apache: Air Assault,PS3,2010,Simulation,Activision,0.11,0.06,0.0,0.03,0.2,66.0,17.0,6.1,12.0,Gaijin Entertainment,T
4135,Dying Light,PC,2015,Action,Warner Bros. Interactive Entertainment,0.12,0.06,0.0,0.02,0.2,75.0,40.0,7.9,1295.0,Techland,M
4136,Grandia II,DC,2000,Role-Playing,Ubisoft,0.0,0.0,0.2,0.0,0.2,90.0,17.0,8.8,57.0,Game Arts,T
4137,Ridge Racer 6,X360,2005,Racing,Namco Bandai Games,0.1,0.02,0.07,0.01,0.2,74.0,65.0,7.1,28.0,Namco,E
4138,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,2005,Action,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.2,53.0,20.0,7.0,10.0,KCE Studios,E10+
4139,Zone of the Enders HD Collection,X360,2012,Simulation,Konami Digital Entertainment,0.14,0.03,0.01,0.02,0.2,75.0,21.0,8.8,20.0,High Voltage Software,M
4140,Record of Agarest War,X360,2008,Role-Playing,Compile Heart,0.18,0.0,0.01,0.01,0.2,71.0,7.0,7.0,35.0,Compile Heart,T
4141,Gladius,PS2,2003,Strategy,Activision,0.1,0.08,0.0,0.03,0.2,78.0,27.0,8.0,22.0,LucasArts,T
4142,Earth Defense Force: Insect Armageddon,PS3,2011,Shooter,D3Publisher,0.06,0.04,0.08,0.02,0.2,63.0,28.0,7.0,24.0,Vicious Cycle,T
4143,Dave Mirra Freestyle BMX 2,XB,2001,Sports,Acclaim Entertainment,0.15,0.04,0.0,0.01,0.2,76.0,18.0,8.2,6.0,"Z-Axis, Ltd.",T
4144,SpongeBob SquarePants: Revenge of the Flying Dutchman,GC,2002,Platform,THQ,0.15,0.04,0.0,0.01,0.2,66.0,4.0,8.3,10.0,Big Sky Software,E
4145,Taiko Drum Master,PS2,2004,Misc,Namco Bandai Games,0.1,0.08,0.0,0.03,0.2,77.0,35.0,8.1,8.0,Namco,E
4146,Dungeon Hunter Alliance,PSV,2012,Action,Ubisoft,0.07,0.09,0.0,0.03,0.2,49.0,34.0,6.4,61.0,Ubisoft,T
4147,Forgotten Realms: Demon Stone,PS2,2004,Action,Atari,0.1,0.08,0.0,0.03,0.2,71.0,40.0,6.8,18.0,Stormfront Studios,T
4148,Soldier of Fortune: Payback,X360,2007,Shooter,Activision,0.18,0.0,0.0,0.02,0.2,50.0,35.0,5.6,20.0,Cauldron Ltd.,M
4149,Afro Samurai,PS3,2009,Action,Atari,0.12,0.05,0.0,0.03,0.2,65.0,52.0,6.1,27.0,"Namco Bandai Games America, Namco Bandai Games",M
4150,Silent Hill: Book of Memories,PSV,2012,Action,Konami Digital Entertainment,0.1,0.05,0.0,0.04,0.2,58.0,57.0,5.1,102.0,WayForward,M
4151,Playboy: The Mansion,PS2,2005,Simulation,Ubisoft,0.1,0.08,0.0,0.03,0.2,59.0,33.0,7.5,18.0,Cyberlore Studios,M
4152,Baja: Edge of Control,X360,2008,Racing,THQ,0.12,0.06,0.0,0.02,0.2,65.0,35.0,7.1,18.0,2XL Games,E
4153,Tiger Woods PGA Tour 06,PSP,2005,Sports,Electronic Arts,0.18,0.0,0.0,0.01,0.2,80.0,15.0,7.9,8.0,Team Fusion,E
4154,Bleach: The 3rd Phantom,DS,2008,Role-Playing,Sega,0.1,0.02,0.07,0.01,0.2,59.0,28.0,8.0,10.0,"Sega, Tom Create",T
4155,MC Groovz Dance Craze,GC,2004,Misc,Mad Catz,0.15,0.04,0.0,0.01,0.2,42.0,8.0,6.8,9.0,Mad Catz,E
4156,The Thing,XB,2002,Adventure,Vivendi Games,0.15,0.04,0.0,0.01,0.2,78.0,21.0,6.6,14.0,Computer Artworks,M
4157,Untold Legends: Dark Kingdom,PS3,2006,Role-Playing,Electronic Arts,0.14,0.02,0.02,0.02,0.2,58.0,40.0,7.2,36.0,Sony Online Entertainment,T
4158,Plants vs. Zombies,PS3,2011,Strategy,PopCap Games,0.18,0.0,0.0,0.02,0.2,85.0,8.0,7.9,60.0,PopCap,E10+
4159,Baldur's Gate: Dark Alliance,XB,2002,Role-Playing,Virgin Interactive,0.15,0.04,0.0,0.01,0.2,83.0,25.0,8.3,26.0,Snowblind Studios,T
4160,Prince of Persia: Warrior Within,GC,2004,Action,Ubisoft,0.15,0.04,0.0,0.01,0.2,83.0,31.0,8.6,20.0,Ubisoft,M
4161,Warriors Orochi,X360,2007,Action,Tecmo Koei,0.17,0.01,0.0,0.02,0.2,53.0,27.0,7.4,13.0,Omega Force,T
4162,Predator: Concrete Jungle,PS2,2005,Action,Vivendi Games,0.1,0.07,0.0,0.03,0.2,47.0,14.0,8.8,76.0,Eurocom Entertainment Software,M
4163,Arcana Heart 3,PS3,2011,Fighting,PQube,0.04,0.04,0.1,0.02,0.2,73.0,10.0,7.5,27.0,Examu,T
4164,X-Men Origins: Wolverine,DS,2009,Action,Activision,0.15,0.03,0.0,0.02,0.2,55.0,8.0,8.1,8.0,Griptonite Games,E10+
4165,Big Mutha Truckers 2,PS2,2005,Racing,Xplosiv,0.1,0.07,0.0,0.03,0.2,51.0,26.0,2.1,9.0,Eutechnyx,M
4166,Armored Core 4,PS3,2006,Simulation,505 Games,0.09,0.0,0.09,0.01,0.2,65.0,36.0,6.8,25.0,From Software,T
4167,Solatorobo: Red the Hunter,DS,2010,Role-Playing,Nintendo,0.08,0.04,0.07,0.01,0.2,76.0,40.0,7.9,23.0,CyberConnect2,E10+
4168,NHL FaceOff 2001,PS2,2001,Sports,Sony Computer Entertainment,0.1,0.07,0.0,0.02,0.2,57.0,11.0,4.0,4.0,989 Sports,E
4169,Mana Khemia 2: Fall of Alchemy,PS2,2008,Role-Playing,Gust,0.07,0.05,0.05,0.02,0.2,70.0,12.0,8.2,17.0,Gust,T
4170,The Great Escape,PS2,2003,Action,SCi,0.1,0.07,0.0,0.02,0.2,57.0,19.0,8.0,21.0,Pivotal Games,T
4171,Castlevania: Lords of Shadow 2,PS3,2014,Action,Konami Digital Entertainment,0.03,0.12,0.02,0.03,0.2,63.0,55.0,7.8,528.0,Mercury Steam,M
4172,Big Mutha Truckers,XB,2002,Racing,Empire Interactive,0.15,0.04,0.0,0.01,0.19,59.0,12.0,4.3,9.0,Eutechnyx,T
4173,Way of the Samurai 4,PS3,2011,Action,Nippon Ichi Software,0.0,0.03,0.16,0.01,0.19,58.0,25.0,6.5,15.0,Acquire,M
4174,The Hobbit,GBA,2003,Platform,Vivendi Games,0.14,0.05,0.0,0.0,0.19,67.0,6.0,9.2,17.0,Saffire,E
4175,The King of Fighters XI,PS2,2006,Fighting,Ignition Entertainment,0.07,0.06,0.04,0.02,0.19,75.0,30.0,8.5,15.0,SNK Playmore,T
4176,Tom Clancy's Splinter Cell: Essentials,PSP,2006,Shooter,Ubisoft,0.17,0.01,0.0,0.02,0.19,58.0,37.0,7.5,39.0,Ubisoft,M
4177,Major League Baseball 2K12,PS3,2012,Sports,Take-Two Interactive,0.18,0.0,0.0,0.02,0.19,68.0,8.0,4.4,5.0,Visual Concepts,E
4178,Family Guy,PSP,2006,Action,Take-Two Interactive,0.18,0.0,0.0,0.02,0.19,51.0,14.0,6.3,15.0,High Voltage Software,M
4179,Sniper Elite,PS2,2005,Shooter,Ubisoft,0.1,0.07,0.0,0.02,0.19,76.0,21.0,8.9,36.0,Rebellion,M
4180,Harry Potter and the Goblet of Fire,PSP,2005,Action,Electronic Arts,0.17,0.0,0.0,0.02,0.19,70.0,13.0,7.4,16.0,Electronic Arts,E10+
4181,Breath of Fire II,GBA,2001,Role-Playing,Ubisoft,0.14,0.05,0.0,0.0,0.19,81.0,16.0,8.8,16.0,Capcom,E
4182,UFC Personal Trainer: The Ultimate Fitness System,PS3,2011,Sports,THQ,0.08,0.08,0.0,0.03,0.19,65.0,8.0,2.4,5.0,THQ,E
4183,Conan,X360,2007,Action,THQ,0.16,0.02,0.0,0.01,0.19,69.0,49.0,7.3,67.0,Nihilistic,M
4184,No More Heroes: Heroes' Paradise,PS3,2010,Action,Konami Digital Entertainment,0.1,0.04,0.04,0.02,0.19,72.0,38.0,7.3,38.0,FeelPlus,M
4185,Aliens vs Predator,PC,2010,Shooter,Sega,0.0,0.17,0.0,0.02,0.19,68.0,35.0,7.4,985.0,Rebellion,M
4186,Captain America: Super Soldier,PS3,2011,Action,Sega,0.1,0.06,0.0,0.03,0.19,61.0,34.0,7.3,40.0,Next Level Games,T
4187,Manhunt,XB,2004,Action,Take-Two Interactive,0.14,0.04,0.0,0.01,0.19,74.0,37.0,7.9,19.0,Rockstar North,M
4188,NCAA Final Four 2003,PS2,2002,Sports,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,57.0,16.0,6.0,4.0,989 Sports,E
4189,Dynasty Warriors: Gundam 2,X360,2008,Action,Namco Bandai Games,0.07,0.03,0.08,0.01,0.19,49.0,30.0,7.0,18.0,Omega Force,T
4190,Bound By Flame,PS4,2014,Role-Playing,Focus Home Interactive,0.08,0.09,0.0,0.03,0.19,53.0,40.0,5.9,230.0,Spiders,M
4191,Spectrobes: Origins,Wii,2009,Role-Playing,Disney Interactive Studios,0.16,0.02,0.0,0.01,0.19,71.0,22.0,8.4,16.0,Genki,E10+
4192,DanceMasters,X360,2010,Misc,Konami Digital Entertainment,0.15,0.02,0.02,0.01,0.19,63.0,30.0,5.9,7.0,GCP1,E10+
4193,Breath of Fire: Dragon Quarter,PS2,2002,Role-Playing,Capcom,0.09,0.07,0.0,0.02,0.19,78.0,28.0,6.9,35.0,Capcom,T
4194,Shiren the Wanderer,Wii,2008,Role-Playing,Sega,0.08,0.0,0.11,0.01,0.19,71.0,21.0,7.6,5.0,ChunSoft,T
4195,LEGO Marvel's Avengers,3DS,2016,Action,Warner Bros. Interactive Entertainment,0.07,0.09,0.01,0.01,0.19,60.0,4.0,7.1,15.0,TT Games,E10+
4196,Spore Hero Arena,DS,2009,Simulation,Electronic Arts,0.18,0.0,0.0,0.01,0.19,49.0,11.0,2.6,8.0,Full Fat,E
4197,Disney's Magical Mirror Starring Mickey Mouse,GC,2002,Adventure,Nintendo,0.15,0.04,0.0,0.01,0.19,50.0,9.0,8.9,10.0,Capcom,E
4198,Enchanted Arms,X360,2006,Role-Playing,Ubisoft,0.16,0.02,0.0,0.02,0.19,69.0,54.0,6.9,60.0,From Software,T
4199,Conflict: Denied Ops,X360,2008,Shooter,Eidos Interactive,0.08,0.09,0.0,0.02,0.19,52.0,35.0,4.9,22.0,Pivotal Games,M
4200,Mafia III,PC,2016,Action,Take-Two Interactive,0.08,0.1,0.0,0.02,0.19,63.0,29.0,3.2,881.0,Hangar 13,M
4201,Mace Griffin: Bounty Hunter,PS2,2003,Shooter,Electronic Arts,0.09,0.07,0.0,0.02,0.19,62.0,19.0,8.3,7.0,Warthog,M
4202,Legacy of Kain: Defiance,XB,2003,Action,Eidos Interactive,0.14,0.04,0.0,0.01,0.19,74.0,30.0,7.9,21.0,Crystal Dynamics,M
4203,Final Fantasy XI,X360,2006,Role-Playing,Square Enix,0.17,0.01,0.0,0.01,0.19,66.0,25.0,6.5,33.0,Square Enix,T
4204,Peter Jackson's King Kong: The Official Game of the Movie,PSP,2005,Action,Ubisoft,0.16,0.01,0.0,0.02,0.19,56.0,10.0,6.4,22.0,Phoenix Games Studio,T
4205,Fighter Within,XOne,2013,Fighting,Ubisoft,0.11,0.07,0.0,0.02,0.19,23.0,39.0,3.0,211.0,Ubisoft,T
4206,Aliens versus Predator: Extinction,PS2,2003,Strategy,Electronic Arts,0.09,0.07,0.0,0.02,0.19,66.0,17.0,8.4,30.0,Zono Inc.,T
4207,Shrek: Forever After,PS3,2010,Platform,Activision,0.16,0.02,0.0,0.02,0.19,57.0,11.0,4.5,6.0,Xpec,E10+
4208,X-Men Origins: Wolverine,PSP,2009,Action,Activision,0.13,0.03,0.0,0.03,0.19,60.0,6.0,7.5,12.0,Griptonite Games,T
4209,NHL Hitz Pro,PS2,2003,Sports,Midway Games,0.09,0.07,0.0,0.02,0.19,79.0,23.0,8.9,13.0,Next Level Games,E
4210,Space Invaders Extreme 2,DS,2009,Shooter,Square Enix,0.17,0.01,0.0,0.01,0.19,82.0,38.0,7.1,8.0,Taito Corporation,E
4211,Need for Speed: The Run,3DS,2011,Action,Electronic Arts,0.09,0.09,0.0,0.02,0.19,65.0,9.0,6.0,26.0,Firebrand Games,E10+
4212,Supreme Commander 2,PC,2010,Strategy,Square Enix,0.0,0.15,0.0,0.04,0.19,77.0,54.0,6.2,803.0,Gas Powered Games,E10+
4213,Quantum Theory,PS3,2010,Shooter,Tecmo Koei,0.05,0.09,0.02,0.03,0.19,43.0,34.0,5.3,21.0,Tecmo,M
4214,Dawn of Discovery,Wii,2009,Simulation,Ubisoft,0.12,0.06,0.0,0.02,0.19,81.0,24.0,8.5,15.0,Keen Games,E10+
4215,Guitar Hero Live,WiiU,2015,Misc,Activision,0.12,0.05,0.0,0.02,0.19,84.0,4.0,6.1,36.0,"Activision, FreeStyleGames",T
4216,Frequency,PS2,2001,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,83.0,26.0,9.0,29.0,Harmonix Music Systems,E
4217,Dynasty Warriors 8: Empires,PS4,2014,Action,Tecmo Koei,0.06,0.07,0.03,0.03,0.19,63.0,30.0,7.5,42.0,Omega Force,T
4218,2002 FIFA World Cup,XB,2002,Sports,Electronic Arts,0.14,0.04,0.0,0.01,0.19,79.0,17.0,9.0,4.0,Software Creations,E
4219,SpongeBob SquigglePants 3D,3DS,2011,Misc,THQ,0.13,0.05,0.0,0.02,0.19,64.0,8.0,6.0,8.0,WayForward,E
4220,Sudeki,XB,2004,Role-Playing,Microsoft Game Studios,0.14,0.04,0.0,0.01,0.19,72.0,75.0,8.4,49.0,Climax Group,M
4221,Majin and the Forsaken Kingdom,X360,2010,Adventure,Namco Bandai Games,0.14,0.03,0.0,0.01,0.19,74.0,46.0,8.1,24.0,Game Republic,T
4222,Silent Hill HD Collection,X360,2012,Action,Konami Digital Entertainment,0.11,0.06,0.01,0.02,0.19,69.0,17.0,5.6,98.0,Konami,M
4223,Arc Rise Fantasia,Wii,2009,Role-Playing,Marvelous Interactive,0.12,0.0,0.06,0.01,0.19,64.0,26.0,7.8,43.0,"Image Epoch, Imageepoch",T
4224,South Park: The Stick of Truth,PC,2014,Role-Playing,Ubisoft,0.07,0.1,0.0,0.01,0.19,85.0,48.0,8.6,1739.0,Obsidian Entertainment,M
4225,Teenage Mutant Ninja Turtles 2: Battle Nexus,GC,2004,Action,Konami Digital Entertainment,0.15,0.04,0.0,0.01,0.19,49.0,16.0,4.6,7.0,Konami,T
4226,MLB 12: The Show,PSV,2012,Sports,Sony Computer Entertainment,0.17,0.0,0.0,0.02,0.19,76.0,15.0,7.8,42.0,SCEA San Diego Studios,E
4227,NBA 2K11,PC,2010,Action,Take-Two Interactive,0.18,0.0,0.0,0.01,0.19,82.0,6.0,8.6,37.0,Visual Concepts,E
4228,WWE All Stars,Wii,2011,Fighting,THQ,0.1,0.07,0.0,0.02,0.19,68.0,11.0,7.0,8.0,THQ,T
4229,Naruto: Ninja Destiny,DS,2006,Fighting,Namco Bandai Games,0.02,0.01,0.16,0.0,0.19,61.0,22.0,4.4,10.0,Takara Tomy,T
4230,FaceBreaker,X360,2008,Fighting,Electronic Arts,0.15,0.02,0.0,0.02,0.19,54.0,57.0,6.3,19.0,EA Canada,T
4231,Spider-Man: Shattered Dimensions,DS,2010,Action,Activision,0.17,0.01,0.0,0.01,0.19,73.0,13.0,7.0,6.0,Griptonite Games,E10+
4232,Lunar Legend,GBA,2002,Role-Playing,Media Rings,0.14,0.05,0.0,0.0,0.19,79.0,20.0,7.8,8.0,Magic Rings,E
4233,Conflict: Global Terror,PS2,2005,Shooter,Eidos Interactive,0.09,0.07,0.0,0.02,0.19,62.0,15.0,8.5,10.0,Pivotal Games,M
4234,Dante's Inferno,PSP,2010,Action,Electronic Arts,0.12,0.03,0.01,0.02,0.19,70.0,14.0,8.1,46.0,"Artificial Mind and Movement, EA Redwood Shores",M
4235,Injustice: Gods Among Us,WiiU,2013,Fighting,Warner Bros. Interactive Entertainment,0.09,0.08,0.0,0.02,0.19,82.0,5.0,7.9,112.0,NetherRealm Studios,T
4236,Tomb Raider: Underworld,DS,2008,Action,Eidos Interactive,0.15,0.02,0.0,0.01,0.19,70.0,9.0,8.4,10.0,Santa Cruz Games,T
4237,Death Jr.,PSP,2005,Platform,Konami Digital Entertainment,0.17,0.0,0.0,0.01,0.19,61.0,40.0,7.3,21.0,Backbone Entertainment,T
4238,Hulk,GC,2003,Action,Universal Interactive,0.15,0.04,0.0,0.01,0.19,71.0,26.0,7.4,7.0,Radical Entertainment,T
4239,Phantasy Star Universe,PS2,2006,Role-Playing,Sega,0.0,0.0,0.19,0.0,0.19,68.0,18.0,8.5,23.0,Sonic Team,T
4240,Gungrave,PS2,2002,Shooter,Activision,0.09,0.07,0.0,0.02,0.19,65.0,28.0,8.6,16.0,Seta Corporation,M
4241,Transworld Surf,PS2,2002,Sports,Atari,0.09,0.07,0.0,0.02,0.19,76.0,15.0,8.5,6.0,Rockstar San Diego,T
4242,Tenchu: Fatal Shadows,PS2,2004,Action,Sega,0.09,0.07,0.0,0.02,0.19,58.0,33.0,8.0,24.0,K2 LLC,M
4243,50 Cent: Blood on the Sand,PS3,2009,Shooter,THQ,0.1,0.06,0.01,0.03,0.19,72.0,37.0,7.2,57.0,Swordfish Studios,M
4244,Metro: Last Light,PC,2013,Action,Deep Silver,0.06,0.11,0.0,0.02,0.19,82.0,71.0,8.6,2654.0,4A Games,M
4245,Evolve,PC,2015,Shooter,Take-Two Interactive,0.08,0.1,0.0,0.02,0.19,77.0,39.0,4.3,969.0,Turtle Rock Studios,M
4246,Resident Evil: Revelations,WiiU,2013,Action,Capcom,0.07,0.07,0.03,0.01,0.19,80.0,19.0,7.5,146.0,Capcom,M
4247,The Legend of Spyro: A New Beginning,GC,2006,Platform,Vivendi Games,0.15,0.04,0.0,0.01,0.19,67.0,13.0,7.3,11.0,Krome Studios,E10+
4248,Armored Core: For Answer,PS3,2008,Simulation,Ubisoft,0.06,0.02,0.1,0.01,0.19,62.0,22.0,7.6,31.0,From Software,T
4249,Harry Potter and the Prisoner of Azkaban,XB,2004,Action,Electronic Arts,0.14,0.04,0.0,0.01,0.19,67.0,23.0,8.8,10.0,EA Games,E
4250,Street Fighter X Tekken,PSV,2012,Fighting,Capcom,0.1,0.04,0.01,0.03,0.19,79.0,25.0,7.5,66.0,Capcom,T
4251,The Legend of Heroes: Trails of Cold Steel II,PSV,2014,Role-Playing,Nippon Ichi Software,0.02,0.02,0.13,0.01,0.19,80.0,23.0,7.3,73.0,Falcom,T
4252,Rise of the Kasai,PS2,2005,Action,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,68.0,37.0,8.0,5.0,BottleRocket Entertainment,M
4253,Risen,X360,2009,Role-Playing,Deep Silver,0.07,0.11,0.0,0.01,0.19,60.0,37.0,6.4,77.0,Piranha Bytes,M
4254,Nostalgia,DS,2008,Role-Playing,Tecmo Koei,0.16,0.0,0.02,0.01,0.19,72.0,36.0,7.6,19.0,Matrix Software,E10+
4255,Dynasty Warriors Gundam,X360,2007,Action,Namco Bandai Games,0.15,0.01,0.02,0.01,0.19,55.0,34.0,6.8,20.0,"Koei, Omega Force",T
4256,Chibi-Robo! Park Patrol,DS,2007,Adventure,Unknown,0.0,0.0,0.19,0.0,0.19,78.0,14.0,7.5,13.0,Skip Ltd.,E
4257,Tom Clancy's Splinter Cell: Blacklist,PC,2013,Action,Ubisoft,0.04,0.13,0.0,0.01,0.19,82.0,13.0,7.4,754.0,Ubisoft Toronto,M
4258,One Piece: Unlimited Adventure,Wii,2007,Adventure,Namco Bandai Games,0.07,0.0,0.11,0.01,0.19,67.0,17.0,8.5,32.0,Ganbarion,T
4259,Shaun White Skateboarding,PS3,2010,Sports,Ubisoft,0.11,0.05,0.0,0.03,0.19,61.0,26.0,6.5,8.0,Ubisoft Montreal,T
4260,Conflict: Denied Ops,PS3,2008,Shooter,Eidos Interactive,0.05,0.1,0.0,0.03,0.19,51.0,28.0,3.1,25.0,Pivotal Games,M
4261,Binary Domain,X360,2012,Action,Sega,0.09,0.06,0.02,0.02,0.19,74.0,43.0,8.0,185.0,Sega,M
4262,Ice Age: Dawn of the Dinosaurs,PS3,2009,Action,Activision,0.13,0.03,0.0,0.02,0.19,67.0,23.0,7.3,7.0,Activision,E10+
4263,Robin Hood: Defender of the Crown,PS2,2003,Strategy,Capcom,0.09,0.07,0.0,0.02,0.19,59.0,18.0,5.6,5.0,Cinemaware,T
4264,R-Type Final,PS2,2003,Shooter,Metro 3D,0.09,0.07,0.0,0.02,0.19,79.0,50.0,9.1,21.0,Irem,E
4265,Bolt,PS3,2008,Adventure,Disney Interactive Studios,0.12,0.04,0.0,0.02,0.19,59.0,11.0,6.8,6.0,Avalanche Software,E10+
4266,Sega GT 2002,XB,2002,Racing,Sega,0.12,0.03,0.03,0.01,0.19,82.0,24.0,8.2,24.0,Wow Entertainment,E
4267,F1 2011,PC,2011,Racing,Codemasters,0.0,0.15,0.0,0.04,0.19,83.0,10.0,7.2,83.0,Codemasters,E
4268,Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,2005,Action,Activision,0.09,0.07,0.0,0.02,0.19,68.0,13.0,8.1,15.0,Krome Studios,E10+
4269,Samurai Warriors 2: Empires,PS2,2006,Action,Tecmo Koei,0.0,0.0,0.19,0.0,0.19,55.0,20.0,7.3,7.0,Omega Force,T
4270,Blood Omen 2,XB,2002,Action,Eidos Interactive,0.14,0.04,0.0,0.01,0.19,76.0,22.0,9.0,9.0,Crystal Dynamics,M
4271,Earth Defense Force: Insect Armageddon,X360,2011,Shooter,D3Publisher,0.1,0.04,0.03,0.01,0.19,68.0,40.0,8.2,45.0,Vicious Cycle,T
4272,Major League Baseball 2K10,PS3,2010,Sports,Take-Two Interactive,0.17,0.0,0.0,0.01,0.19,74.0,19.0,5.3,4.0,Visual Concepts,E
4273,Saints Row IV,PC,2013,Action,Deep Silver,0.11,0.06,0.0,0.02,0.19,86.0,45.0,7.4,1543.0,Volition Inc.,M
4274,Harry Potter: Quidditch World Cup,XB,2003,Sports,Electronic Arts,0.14,0.04,0.0,0.01,0.19,69.0,14.0,7.5,4.0,Electronic Arts,E
4275,Dance Central: Spotlight,XOne,2014,Misc,Microsoft Game Studios,0.15,0.03,0.0,0.0,0.19,74.0,19.0,7.0,47.0,Harmonix Music Systems,T
4276,Warriors: Legends of Troy,PS3,2011,Action,Tecmo Koei,0.06,0.04,0.07,0.02,0.19,44.0,22.0,7.0,24.0,Tecmo Koei Canada,M
4277,La Pucelle: Tactics,PS2,2002,Role-Playing,Tecmo Koei,0.09,0.07,0.0,0.02,0.19,79.0,47.0,8.5,15.0,Nippon Ichi Software,T
4278,Arcania: Gothic 4,PC,2010,Role-Playing,JoWood Productions,0.09,0.08,0.0,0.02,0.19,63.0,25.0,4.4,307.0,Spellbound,T
4279,NBA Ballers: Chosen One,X360,2008,Sports,Midway Games,0.17,0.0,0.0,0.01,0.19,55.0,42.0,4.2,15.0,Midway,E
4280,Tiger Woods PGA Tour 07,XB,2006,Sports,Electronic Arts,0.13,0.05,0.0,0.01,0.19,81.0,21.0,6.8,6.0,EA Redwood Shores,E
